k, id_centroide, dim1, dim2, dim3, dim4, 
144, 50, 6.500000, 2.800000, 4.600000, 1.500000, 
144, 51, 6.300000, 2.300000, 4.400000, 1.300000, 
144, 52, 5.500000, 2.400000, 3.800000, 1.100000, 
144, 53, 5.000000, 3.200000, 1.200000, 0.200000, 
144, 54, 5.700000, 2.800000, 4.500000, 1.300000, 
144, 55, 6.100000, 2.900000, 4.700000, 1.400000, 
144, 56, 5.400000, 3.000000, 4.500000, 1.500000, 
144, 57, 6.300000, 2.900000, 4.300000, 1.300000, 
144, 58, 6.300000, 3.300000, 4.700000, 1.600000, 
144, 59, 5.600000, 3.000000, 4.500000, 1.500000, 
144, 60, 7.700000, 3.800000, 6.700000, 2.200000, 
144, 61, 7.700000, 2.600000, 6.900000, 2.300000, 
144, 62, 7.000000, 3.200000, 4.700000, 1.400000, 
144, 63, 6.400000, 2.800000, 5.600000, 2.200000, 
144, 64, 4.900000, 3.100000, 1.500000, 0.100000, 
144, 65, 5.700000, 2.600000, 3.500000, 1.000000, 
144, 66, 4.800000, 3.100000, 1.600000, 0.200000, 
144, 67, 7.200000, 3.100000, 5.900000, 1.700000, 
144, 68, 6.700000, 3.000000, 5.000000, 1.700000, 
144, 69, 5.000000, 3.300000, 1.400000, 0.200000, 
144, 70, 6.800000, 3.200000, 5.900000, 2.300000, 
144, 71, 7.300000, 2.900000, 6.300000, 1.800000, 
144, 72, 5.700000, 2.500000, 5.000000, 2.000000, 
144, 73, 6.200000, 2.800000, 4.800000, 1.800000, 
144, 74, 5.100000, 3.700000, 1.500000, 0.400000, 
144, 75, 5.800000, 2.700000, 5.100000, 1.900000, 
144, 76, 6.500000, 3.000000, 5.800000, 2.200000, 
144, 77, 5.000000, 2.000000, 3.500000, 1.000000, 
144, 78, 5.400000, 3.400000, 1.700000, 0.200000, 
144, 79, 4.500000, 2.300000, 1.300000, 0.300000, 
144, 80, 4.300000, 3.000000, 1.100000, 0.100000, 
144, 81, 4.600000, 3.400000, 1.400000, 0.300000, 
144, 82, 6.300000, 2.500000, 5.000000, 1.900000, 
144, 83, 6.800000, 2.800000, 4.800000, 1.400000, 
144, 84, 6.300000, 3.400000, 5.600000, 2.400000, 
144, 85, 6.700000, 3.000000, 5.200000, 2.300000, 
144, 86, 5.100000, 3.500000, 1.400000, 0.200000, 
144, 87, 5.100000, 3.800000, 1.500000, 0.300000, 
144, 88, 4.850000, 3.000000, 1.400000, 0.150000, 
144, 89, 5.200000, 4.100000, 1.500000, 0.100000, 
144, 90, 6.100000, 2.600000, 5.600000, 1.400000, 
144, 91, 7.600000, 3.000000, 6.600000, 2.100000, 
144, 92, 6.100000, 2.800000, 4.000000, 1.300000, 
144, 93, 5.900000, 3.000000, 5.100000, 1.800000, 
144, 94, 6.600000, 2.900000, 4.600000, 1.300000, 
144, 95, 6.800000, 3.000000, 5.500000, 2.100000, 
144, 96, 6.000000, 2.200000, 5.000000, 1.500000, 
144, 97, 6.000000, 3.400000, 4.500000, 1.600000, 
144, 98, 5.800000, 4.000000, 1.200000, 0.200000, 
144, 99, 6.100000, 2.800000, 4.700000, 1.200000, 
144, 100, 5.800000, 2.650000, 3.950000, 1.200000, 
144, 101, 6.300000, 3.300000, 6.000000, 2.500000, 
144, 102, 6.900000, 3.100000, 5.100000, 2.300000, 
144, 103, 5.200000, 3.400000, 1.400000, 0.200000, 
144, 104, 5.700000, 3.000000, 4.200000, 1.200000, 
144, 105, 5.000000, 2.300000, 3.300000, 1.000000, 
144, 106, 7.400000, 2.800000, 6.100000, 1.900000, 
144, 107, 5.600000, 2.900000, 3.600000, 1.300000, 
144, 108, 5.700000, 3.800000, 1.700000, 0.300000, 
144, 109, 6.900000, 3.100000, 5.400000, 2.100000, 
144, 110, 6.400000, 2.700000, 5.300000, 1.900000, 
144, 111, 5.100000, 3.500000, 1.400000, 0.300000, 
144, 112, 6.650000, 3.050000, 4.400000, 1.400000, 
144, 113, 7.700000, 3.000000, 6.100000, 2.300000, 
144, 114, 6.000000, 2.900000, 4.500000, 1.500000, 
144, 115, 5.100000, 3.300000, 1.700000, 0.500000, 
144, 116, 5.500000, 2.600000, 4.400000, 1.200000, 
144, 117, 4.700000, 3.200000, 1.300000, 0.200000, 
144, 118, 4.900000, 2.500000, 4.500000, 1.700000, 
144, 119, 5.100000, 3.800000, 1.600000, 0.200000, 
144, 120, 6.700000, 3.300000, 5.700000, 2.100000, 
144, 121, 4.800000, 3.400000, 1.600000, 0.200000, 
144, 122, 5.500000, 3.500000, 1.300000, 0.200000, 
144, 123, 6.700000, 2.500000, 5.800000, 1.800000, 
144, 124, 6.900000, 3.100000, 4.900000, 1.500000, 
144, 125, 6.000000, 3.000000, 4.800000, 1.800000, 
144, 126, 4.800000, 3.000000, 1.400000, 0.300000, 
144, 127, 6.500000, 3.000000, 5.200000, 2.000000, 
144, 128, 5.400000, 3.900000, 1.300000, 0.400000, 
144, 129, 5.700000, 4.400000, 1.500000, 0.400000, 
144, 130, 5.800000, 2.700000, 5.100000, 1.900000, 
144, 131, 6.700000, 3.300000, 5.700000, 2.500000, 
144, 132, 5.400000, 3.900000, 1.700000, 0.400000, 
144, 133, 5.500000, 4.200000, 1.400000, 0.200000, 
144, 134, 6.300000, 2.500000, 4.900000, 1.500000, 
144, 135, 5.050000, 3.400000, 1.500000, 0.200000, 
144, 136, 4.600000, 3.200000, 1.400000, 0.200000, 
144, 137, 5.000000, 3.500000, 1.300000, 0.300000, 
144, 138, 6.300000, 2.800000, 5.100000, 1.500000, 
144, 139, 7.700000, 2.800000, 6.700000, 2.000000, 
144, 140, 6.400000, 3.200000, 4.500000, 1.500000, 
144, 141, 4.800000, 3.400000, 1.900000, 0.200000, 
144, 142, 5.300000, 3.700000, 1.500000, 0.200000, 
144, 143, 5.600000, 2.500000, 3.900000, 1.100000, 
145, 0, 4.600000, 3.200000, 1.400000, 0.200000, 
145, 1, 5.000000, 3.500000, 1.300000, 0.300000, 
145, 2, 5.600000, 2.800000, 4.900000, 2.000000, 
145, 3, 5.700000, 3.800000, 1.700000, 0.300000, 
145, 4, 6.900000, 3.100000, 4.900000, 1.500000, 
145, 5, 5.100000, 2.500000, 3.000000, 1.100000, 
145, 6, 6.900000, 3.200000, 5.700000, 2.300000, 
145, 7, 7.700000, 2.600000, 6.900000, 2.300000, 
145, 8, 7.200000, 3.000000, 5.800000, 1.600000, 
145, 9, 6.100000, 2.800000, 4.700000, 1.200000, 
145, 10, 4.800000, 3.400000, 1.600000, 0.200000, 
145, 11, 6.400000, 2.700000, 5.300000, 1.900000, 
145, 12, 6.700000, 3.100000, 4.400000, 1.400000, 
145, 13, 6.700000, 2.500000, 5.800000, 1.800000, 
145, 14, 5.000000, 3.500000, 1.600000, 0.600000, 
145, 15, 5.400000, 3.900000, 1.700000, 0.400000, 
145, 16, 5.700000, 4.400000, 1.500000, 0.400000, 
145, 17, 6.500000, 2.800000, 4.600000, 1.500000, 
145, 18, 6.200000, 2.800000, 4.800000, 1.800000, 
145, 19, 6.100000, 3.000000, 4.900000, 1.800000, 
145, 20, 6.300000, 3.300000, 6.000000, 2.500000, 
145, 21, 5.400000, 3.400000, 1.700000, 0.200000, 
145, 22, 6.300000, 2.800000, 5.100000, 1.500000, 
145, 23, 5.800000, 2.700000, 5.100000, 1.900000, 
145, 24, 7.400000, 2.800000, 6.100000, 1.900000, 
145, 25, 7.700000, 3.000000, 6.100000, 2.300000, 
145, 26, 5.500000, 2.300000, 4.000000, 1.300000, 
145, 27, 5.500000, 2.400000, 3.800000, 1.100000, 
145, 28, 5.000000, 2.300000, 3.300000, 1.000000, 
145, 29, 4.400000, 2.900000, 1.400000, 0.200000, 
145, 30, 5.100000, 3.800000, 1.900000, 0.400000, 
145, 31, 7.700000, 2.800000, 6.700000, 2.000000, 
145, 32, 7.100000, 3.000000, 5.900000, 2.100000, 
145, 33, 5.500000, 2.500000, 4.000000, 1.300000, 
145, 34, 6.100000, 2.600000, 5.600000, 1.400000, 
145, 35, 7.600000, 3.000000, 6.600000, 2.100000, 
145, 36, 6.000000, 2.900000, 4.500000, 1.500000, 
145, 37, 6.100000, 3.000000, 4.600000, 1.400000, 
145, 38, 5.200000, 3.500000, 1.500000, 0.200000, 
145, 39, 5.300000, 3.700000, 1.500000, 0.200000, 
145, 40, 5.600000, 3.000000, 4.500000, 1.500000, 
145, 41, 5.200000, 2.700000, 3.900000, 1.400000, 
145, 42, 4.900000, 3.100000, 1.500000, 0.100000, 
145, 43, 5.100000, 3.500000, 1.400000, 0.200000, 
145, 44, 5.900000, 3.000000, 4.200000, 1.500000, 
145, 45, 5.400000, 3.000000, 4.500000, 1.500000, 
145, 46, 5.400000, 3.900000, 1.300000, 0.400000, 
145, 47, 6.700000, 3.300000, 5.700000, 2.100000, 
145, 48, 7.900000, 3.800000, 6.400000, 2.000000, 
145, 49, 6.800000, 3.000000, 5.500000, 2.100000, 
145, 50, 5.600000, 2.900000, 3.600000, 1.300000, 
145, 51, 6.000000, 2.200000, 5.000000, 1.500000, 
145, 52, 5.100000, 3.500000, 1.400000, 0.300000, 
145, 53, 5.200000, 4.100000, 1.500000, 0.100000, 
145, 54, 6.400000, 2.800000, 5.600000, 2.100000, 
145, 55, 4.600000, 3.400000, 1.400000, 0.300000, 
145, 56, 4.900000, 3.100000, 1.500000, 0.100000, 
145, 57, 6.500000, 3.200000, 5.100000, 2.000000, 
145, 58, 5.000000, 3.250000, 1.300000, 0.200000, 
145, 59, 4.900000, 2.500000, 4.500000, 1.700000, 
145, 60, 5.100000, 3.400000, 1.500000, 0.200000, 
145, 61, 5.800000, 2.700000, 3.900000, 1.200000, 
145, 62, 6.300000, 3.300000, 4.700000, 1.600000, 
145, 63, 4.400000, 3.000000, 1.300000, 0.200000, 
145, 64, 6.600000, 3.000000, 4.400000, 1.400000, 
145, 65, 6.400000, 3.200000, 5.300000, 2.300000, 
145, 66, 5.900000, 3.200000, 4.800000, 1.800000, 
145, 67, 5.400000, 3.400000, 1.500000, 0.400000, 
145, 68, 6.500000, 3.000000, 5.800000, 2.200000, 
145, 69, 4.900000, 2.400000, 3.300000, 1.000000, 
145, 70, 5.000000, 3.000000, 1.600000, 0.200000, 
145, 71, 6.100000, 2.800000, 4.000000, 1.300000, 
145, 72, 7.000000, 3.200000, 4.700000, 1.400000, 
145, 73, 5.200000, 3.400000, 1.400000, 0.200000, 
145, 74, 6.000000, 2.700000, 5.100000, 1.600000, 
145, 75, 5.700000, 2.500000, 5.000000, 2.000000, 
145, 76, 6.300000, 2.500000, 5.000000, 1.900000, 
145, 77, 4.600000, 3.100000, 1.500000, 0.200000, 
145, 78, 4.400000, 3.200000, 1.300000, 0.200000, 
145, 79, 4.300000, 3.000000, 1.100000, 0.100000, 
145, 80, 6.800000, 2.800000, 4.800000, 1.400000, 
145, 81, 5.800000, 4.000000, 1.200000, 0.200000, 
145, 82, 5.700000, 2.600000, 3.500000, 1.000000, 
145, 83, 5.500000, 2.400000, 3.700000, 1.000000, 
145, 84, 5.100000, 3.800000, 1.600000, 0.200000, 
145, 85, 6.000000, 3.400000, 4.500000, 1.600000, 
145, 86, 4.700000, 3.200000, 1.600000, 0.200000, 
145, 87, 5.500000, 2.600000, 4.400000, 1.200000, 
145, 88, 4.800000, 3.100000, 1.600000, 0.200000, 
145, 89, 6.900000, 3.100000, 5.100000, 2.300000, 
145, 90, 6.250000, 2.250000, 4.450000, 1.400000, 
145, 91, 6.400000, 3.100000, 5.500000, 1.800000, 
145, 92, 6.100000, 2.900000, 4.700000, 1.400000, 
145, 93, 5.100000, 3.800000, 1.500000, 0.300000, 
145, 94, 6.000000, 2.200000, 4.000000, 1.000000, 
145, 95, 5.400000, 3.700000, 1.500000, 0.200000, 
145, 96, 5.500000, 3.500000, 1.300000, 0.200000, 
145, 97, 6.700000, 3.000000, 5.000000, 1.700000, 
145, 98, 6.700000, 3.000000, 5.200000, 2.300000, 
145, 99, 6.300000, 3.400000, 5.600000, 2.400000, 
145, 100, 4.900000, 3.000000, 1.400000, 0.200000, 
145, 101, 5.050000, 3.350000, 1.650000, 0.450000, 
145, 102, 5.000000, 2.000000, 3.500000, 1.000000, 
145, 103, 6.200000, 3.400000, 5.400000, 2.300000, 
145, 104, 5.800000, 2.700000, 5.100000, 1.900000, 
145, 105, 6.300000, 2.500000, 4.900000, 1.500000, 
145, 106, 4.800000, 3.000000, 1.400000, 0.300000, 
145, 107, 5.500000, 4.200000, 1.400000, 0.200000, 
145, 108, 5.600000, 2.500000, 3.900000, 1.100000, 
145, 109, 6.700000, 3.100000, 4.700000, 1.500000, 
145, 110, 6.000000, 3.000000, 4.800000, 1.800000, 
145, 111, 6.200000, 2.900000, 4.300000, 1.300000, 
145, 112, 5.900000, 3.000000, 5.100000, 1.800000, 
145, 113, 6.400000, 3.200000, 4.500000, 1.500000, 
145, 114, 6.700000, 3.100000, 5.600000, 2.400000, 
145, 115, 4.600000, 3.600000, 1.000000, 0.200000, 
145, 116, 5.000000, 3.400000, 1.500000, 0.200000, 
145, 117, 4.700000, 3.200000, 1.300000, 0.200000, 
145, 118, 7.300000, 2.900000, 6.300000, 1.800000, 
145, 119, 5.800000, 2.800000, 5.100000, 2.400000, 
145, 120, 6.500000, 3.000000, 5.500000, 1.800000, 
145, 121, 6.800000, 3.200000, 5.900000, 2.300000, 
145, 122, 5.700000, 2.800000, 4.500000, 1.300000, 
145, 123, 4.500000, 2.300000, 1.300000, 0.300000, 
145, 124, 6.600000, 2.900000, 4.600000, 1.300000, 
145, 125, 5.700000, 2.900000, 4.166667, 1.266667, 
145, 126, 6.900000, 3.100000, 5.400000, 2.100000, 
145, 127, 5.800000, 2.600000, 4.000000, 1.200000, 
145, 128, 5.600000, 3.000000, 4.100000, 1.300000, 
145, 129, 7.700000, 3.800000, 6.700000, 2.200000, 
145, 130, 4.800000, 3.400000, 1.900000, 0.200000, 
145, 131, 6.300000, 2.900000, 5.600000, 1.800000, 
145, 132, 7.200000, 3.600000, 6.100000, 2.500000, 
145, 133, 6.300000, 2.700000, 4.900000, 1.800000, 
145, 134, 7.200000, 3.200000, 6.000000, 1.800000, 
145, 135, 4.900000, 3.100000, 1.500000, 0.100000, 
145, 136, 6.400000, 2.800000, 5.600000, 2.200000, 
145, 137, 6.500000, 3.000000, 5.200000, 2.000000, 
145, 138, 5.100000, 3.700000, 1.500000, 0.400000, 
145, 139, 5.000000, 3.600000, 1.400000, 0.200000, 
145, 140, 4.800000, 3.000000, 1.400000, 0.100000, 
145, 141, 6.700000, 3.300000, 5.700000, 2.500000, 
145, 142, 5.800000, 2.700000, 4.100000, 1.000000, 
145, 143, 5.600000, 2.700000, 4.200000, 1.300000, 
145, 144, 6.400000, 2.900000, 4.300000, 1.300000, 
146, 0, 4.600000, 3.600000, 1.000000, 0.200000, 
146, 1, 5.400000, 3.900000, 1.300000, 0.400000, 
146, 2, 5.400000, 3.400000, 1.500000, 0.400000, 
146, 3, 5.600000, 3.000000, 4.500000, 1.500000, 
146, 4, 5.900000, 3.200000, 4.800000, 1.800000, 
146, 5, 6.800000, 2.800000, 4.800000, 1.400000, 
146, 6, 6.400000, 2.800000, 5.600000, 2.100000, 
146, 7, 5.100000, 3.800000, 1.900000, 0.400000, 
146, 8, 5.000000, 3.600000, 1.400000, 0.200000, 
146, 9, 6.400000, 2.700000, 5.300000, 1.900000, 
146, 10, 6.900000, 3.100000, 5.100000, 2.300000, 
146, 11, 7.400000, 2.800000, 6.100000, 1.900000, 
146, 12, 5.900000, 3.000000, 4.200000, 1.500000, 
146, 13, 5.700000, 2.900000, 4.200000, 1.300000, 
146, 14, 4.800000, 3.000000, 1.400000, 0.100000, 
146, 15, 6.000000, 2.200000, 5.000000, 1.500000, 
146, 16, 4.400000, 2.900000, 1.400000, 0.200000, 
146, 17, 4.900000, 3.100000, 1.500000, 0.100000, 
146, 18, 7.200000, 3.000000, 5.800000, 1.600000, 
146, 19, 4.900000, 3.000000, 1.400000, 0.200000, 
146, 20, 6.000000, 3.000000, 4.800000, 1.800000, 
146, 21, 6.100000, 3.000000, 4.600000, 1.400000, 
146, 22, 6.700000, 3.300000, 5.700000, 2.100000, 
146, 23, 6.300000, 3.400000, 5.600000, 2.400000, 
146, 24, 5.600000, 2.500000, 3.900000, 1.100000, 
146, 25, 5.800000, 2.800000, 5.100000, 2.400000, 
146, 26, 6.700000, 2.500000, 5.800000, 1.800000, 
146, 27, 6.300000, 3.300000, 4.700000, 1.600000, 
146, 28, 5.700000, 2.800000, 4.500000, 1.300000, 
146, 29, 5.800000, 2.700000, 4.100000, 1.000000, 
146, 30, 5.500000, 3.500000, 1.300000, 0.200000, 
146, 31, 5.800000, 2.700000, 5.100000, 1.900000, 
146, 32, 6.700000, 3.000000, 5.000000, 1.700000, 
146, 33, 5.200000, 2.700000, 3.900000, 1.400000, 
146, 34, 4.800000, 3.100000, 1.600000, 0.200000, 
146, 35, 7.000000, 3.200000, 4.700000, 1.400000, 
146, 36, 5.500000, 2.600000, 4.400000, 1.200000, 
146, 37, 4.300000, 3.000000, 1.100000, 0.100000, 
146, 38, 6.600000, 3.000000, 4.400000, 1.400000, 
146, 39, 6.300000, 2.300000, 4.400000, 1.300000, 
146, 40, 5.700000, 4.400000, 1.500000, 0.400000, 
146, 41, 4.400000, 3.000000, 1.300000, 0.200000, 
146, 42, 5.500000, 2.500000, 4.000000, 1.300000, 
146, 43, 4.900000, 3.100000, 1.500000, 0.100000, 
146, 44, 6.200000, 3.400000, 5.400000, 2.300000, 
146, 45, 7.150000, 3.100000, 5.950000, 1.950000, 
146, 46, 4.400000, 3.200000, 1.300000, 0.200000, 
146, 47, 5.000000, 3.350000, 1.450000, 0.200000, 
146, 48, 6.800000, 3.000000, 5.500000, 2.100000, 
146, 49, 5.100000, 3.800000, 1.600000, 0.200000, 
146, 50, 6.100000, 2.800000, 4.700000, 1.200000, 
146, 51, 5.100000, 3.700000, 1.500000, 0.400000, 
146, 52, 7.600000, 3.000000, 6.600000, 2.100000, 
146, 53, 5.800000, 4.000000, 1.200000, 0.200000, 
146, 54, 5.000000, 3.500000, 1.300000, 0.300000, 
146, 55, 5.500000, 4.200000, 1.400000, 0.200000, 
146, 56, 6.500000, 2.800000, 4.600000, 1.500000, 
146, 57, 5.600000, 2.700000, 4.200000, 1.300000, 
146, 58, 6.500000, 3.000000, 5.200000, 2.000000, 
146, 59, 6.200000, 2.800000, 4.800000, 1.800000, 
146, 60, 5.200000, 4.100000, 1.500000, 0.100000, 
146, 61, 6.400000, 3.100000, 5.500000, 1.800000, 
146, 62, 5.800000, 2.600000, 4.000000, 1.200000, 
146, 63, 6.400000, 2.900000, 4.300000, 1.300000, 
146, 64, 6.100000, 2.800000, 4.000000, 1.300000, 
146, 65, 5.100000, 3.300000, 1.700000, 0.500000, 
146, 66, 5.400000, 3.400000, 1.700000, 0.200000, 
146, 67, 6.700000, 3.000000, 5.200000, 2.300000, 
146, 68, 6.100000, 3.000000, 4.900000, 1.800000, 
146, 69, 6.100000, 2.600000, 5.600000, 1.400000, 
146, 70, 6.500000, 3.000000, 5.800000, 2.200000, 
146, 71, 6.400000, 2.800000, 5.600000, 2.200000, 
146, 72, 5.700000, 2.500000, 5.000000, 2.000000, 
146, 73, 6.900000, 3.200000, 5.700000, 2.300000, 
146, 74, 6.900000, 3.100000, 5.400000, 2.100000, 
146, 75, 6.300000, 2.900000, 5.600000, 1.800000, 
146, 76, 7.700000, 3.800000, 6.700000, 2.200000, 
146, 77, 7.700000, 2.600000, 6.900000, 2.300000, 
146, 78, 6.100000, 2.900000, 4.700000, 1.400000, 
146, 79, 5.400000, 3.000000, 4.500000, 1.500000, 
146, 80, 5.000000, 3.400000, 1.600000, 0.400000, 
146, 81, 5.600000, 2.800000, 4.900000, 2.000000, 
146, 82, 6.200000, 2.200000, 4.500000, 1.500000, 
146, 83, 6.300000, 2.500000, 5.000000, 1.900000, 
146, 84, 6.400000, 3.200000, 5.300000, 2.300000, 
146, 85, 7.700000, 3.000000, 6.100000, 2.300000, 
146, 86, 6.500000, 3.200000, 5.100000, 2.000000, 
146, 87, 5.300000, 3.700000, 1.500000, 0.200000, 
146, 88, 6.700000, 3.300000, 5.700000, 2.500000, 
146, 89, 5.200000, 3.500000, 1.500000, 0.200000, 
146, 90, 4.600000, 3.200000, 1.400000, 0.200000, 
146, 91, 5.700000, 3.000000, 4.200000, 1.200000, 
146, 92, 5.100000, 3.500000, 1.400000, 0.300000, 
146, 93, 4.950000, 2.350000, 3.300000, 1.000000, 
146, 94, 6.700000, 3.100000, 4.400000, 1.400000, 
146, 95, 6.400000, 3.200000, 4.500000, 1.500000, 
146, 96, 4.600000, 3.100000, 1.500000, 0.200000, 
146, 97, 4.900000, 2.500000, 4.500000, 1.700000, 
146, 98, 5.700000, 2.800000, 4.100000, 1.300000, 
146, 99, 6.500000, 3.000000, 5.500000, 1.800000, 
146, 100, 5.800000, 2.700000, 5.100000, 1.900000, 
146, 101, 7.700000, 2.800000, 6.700000, 2.000000, 
146, 102, 5.400000, 3.900000, 1.700000, 0.400000, 
146, 103, 5.100000, 2.500000, 3.000000, 1.100000, 
146, 104, 6.900000, 3.100000, 4.900000, 1.500000, 
146, 105, 5.600000, 2.900000, 3.600000, 1.300000, 
146, 106, 6.000000, 2.900000, 4.500000, 1.500000, 
146, 107, 4.600000, 3.400000, 1.400000, 0.300000, 
146, 108, 5.700000, 3.800000, 1.700000, 0.300000, 
146, 109, 4.800000, 3.000000, 1.400000, 0.300000, 
146, 110, 4.800000, 3.400000, 1.600000, 0.200000, 
146, 111, 5.000000, 3.200000, 1.200000, 0.200000, 
146, 112, 5.200000, 3.400000, 1.400000, 0.200000, 
146, 113, 5.700000, 2.600000, 3.500000, 1.000000, 
146, 114, 6.000000, 2.700000, 5.100000, 1.600000, 
146, 115, 5.100000, 3.500000, 1.400000, 0.200000, 
146, 116, 6.200000, 2.900000, 4.300000, 1.300000, 
146, 117, 5.000000, 3.000000, 1.600000, 0.200000, 
146, 118, 6.300000, 2.700000, 4.900000, 1.800000, 
146, 119, 6.000000, 3.400000, 4.500000, 1.600000, 
146, 120, 7.200000, 3.600000, 6.100000, 2.500000, 
146, 121, 6.300000, 2.800000, 5.100000, 1.500000, 
146, 122, 6.300000, 3.300000, 6.000000, 2.500000, 
146, 123, 5.400000, 3.700000, 1.500000, 0.200000, 
146, 124, 5.000000, 3.500000, 1.600000, 0.600000, 
146, 125, 6.600000, 2.900000, 4.600000, 1.300000, 
146, 126, 4.900000, 3.100000, 1.500000, 0.100000, 
146, 127, 5.900000, 3.000000, 5.100000, 1.800000, 
146, 128, 5.000000, 2.000000, 3.500000, 1.000000, 
146, 129, 6.700000, 3.100000, 5.600000, 2.400000, 
146, 130, 4.500000, 2.300000, 1.300000, 0.300000, 
146, 131, 5.500000, 2.300000, 4.000000, 1.300000, 
146, 132, 6.700000, 3.100000, 4.700000, 1.500000, 
146, 133, 4.700000, 3.200000, 1.300000, 0.200000, 
146, 134, 5.600000, 3.000000, 4.100000, 1.300000, 
146, 135, 7.300000, 2.900000, 6.300000, 1.800000, 
146, 136, 5.100000, 3.800000, 1.500000, 0.300000, 
146, 137, 7.900000, 3.800000, 6.400000, 2.000000, 
146, 138, 6.800000, 3.200000, 5.900000, 2.300000, 
146, 139, 5.100000, 3.400000, 1.500000, 0.200000, 
146, 140, 4.800000, 3.400000, 1.900000, 0.200000, 
146, 141, 6.000000, 2.200000, 4.000000, 1.000000, 
146, 142, 5.800000, 2.700000, 3.900000, 1.200000, 
146, 143, 5.500000, 2.400000, 3.750000, 1.050000, 
146, 144, 4.700000, 3.200000, 1.600000, 0.200000, 
146, 145, 6.300000, 2.500000, 4.900000, 1.500000, 
147, 0, 4.700000, 3.200000, 1.300000, 0.200000, 
147, 1, 5.200000, 3.500000, 1.500000, 0.200000, 
147, 2, 6.700000, 3.300000, 5.700000, 2.100000, 
147, 3, 4.800000, 3.000000, 1.400000, 0.100000, 
147, 4, 4.900000, 3.000000, 1.400000, 0.200000, 
147, 5, 6.700000, 3.300000, 5.700000, 2.500000, 
147, 6, 6.300000, 3.400000, 5.600000, 2.400000, 
147, 7, 4.900000, 2.500000, 4.500000, 1.700000, 
147, 8, 5.000000, 2.000000, 3.500000, 1.000000, 
147, 9, 4.800000, 3.400000, 1.600000, 0.200000, 
147, 10, 5.800000, 2.700000, 4.100000, 1.000000, 
147, 11, 5.100000, 3.800000, 1.600000, 0.200000, 
147, 12, 4.900000, 3.100000, 1.500000, 0.100000, 
147, 13, 5.800000, 2.800000, 5.100000, 2.400000, 
147, 14, 6.700000, 3.000000, 5.000000, 1.700000, 
147, 15, 4.600000, 3.100000, 1.500000, 0.200000, 
147, 16, 6.900000, 3.100000, 4.900000, 1.500000, 
147, 17, 5.500000, 2.600000, 4.400000, 1.200000, 
147, 18, 6.700000, 3.100000, 4.400000, 1.400000, 
147, 19, 6.500000, 3.200000, 5.100000, 2.000000, 
147, 20, 6.300000, 2.300000, 4.400000, 1.300000, 
147, 21, 5.100000, 2.500000, 3.000000, 1.100000, 
147, 22, 5.700000, 4.400000, 1.500000, 0.400000, 
147, 23, 4.800000, 3.000000, 1.400000, 0.300000, 
147, 24, 5.400000, 3.900000, 1.300000, 0.400000, 
147, 25, 6.300000, 3.300000, 6.000000, 2.500000, 
147, 26, 6.200000, 3.400000, 5.400000, 2.300000, 
147, 27, 5.600000, 2.800000, 4.900000, 2.000000, 
147, 28, 5.700000, 2.500000, 5.000000, 2.000000, 
147, 29, 5.600000, 2.900000, 3.600000, 1.300000, 
147, 30, 6.800000, 3.200000, 5.900000, 2.300000, 
147, 31, 5.400000, 3.900000, 1.700000, 0.400000, 
147, 32, 5.800000, 2.700000, 5.100000, 1.900000, 
147, 33, 5.100000, 3.500000, 1.400000, 0.200000, 
147, 34, 4.500000, 2.300000, 1.300000, 0.300000, 
147, 35, 5.500000, 2.400000, 3.800000, 1.100000, 
147, 36, 4.800000, 3.400000, 1.900000, 0.200000, 
147, 37, 5.500000, 2.500000, 4.000000, 1.300000, 
147, 38, 5.900000, 3.000000, 4.200000, 1.500000, 
147, 39, 6.850000, 3.050000, 5.450000, 2.100000, 
147, 40, 6.400000, 3.200000, 4.500000, 1.500000, 
147, 41, 7.200000, 3.600000, 6.100000, 2.500000, 
147, 42, 5.100000, 3.700000, 1.500000, 0.400000, 
147, 43, 6.000000, 3.000000, 4.800000, 1.800000, 
147, 44, 6.100000, 2.800000, 4.000000, 1.300000, 
147, 45, 5.700000, 3.000000, 4.200000, 1.200000, 
147, 46, 5.900000, 3.200000, 4.800000, 1.800000, 
147, 47, 7.200000, 3.200000, 6.000000, 1.800000, 
147, 48, 6.200000, 2.900000, 4.300000, 1.300000, 
147, 49, 4.600000, 3.200000, 1.400000, 0.200000, 
147, 50, 6.800000, 2.800000, 4.800000, 1.400000, 
147, 51, 6.700000, 2.500000, 5.800000, 1.800000, 
147, 52, 5.000000, 2.300000, 3.300000, 1.000000, 
147, 53, 6.500000, 3.000000, 5.500000, 1.800000, 
147, 54, 5.050000, 3.350000, 1.650000, 0.450000, 
147, 55, 7.400000, 2.800000, 6.100000, 1.900000, 
147, 56, 7.300000, 2.900000, 6.300000, 1.800000, 
147, 57, 6.500000, 3.000000, 5.200000, 2.000000, 
147, 58, 5.200000, 2.700000, 3.900000, 1.400000, 
147, 59, 5.900000, 3.000000, 5.100000, 1.800000, 
147, 60, 6.000000, 3.400000, 4.500000, 1.600000, 
147, 61, 6.100000, 3.000000, 4.900000, 1.800000, 
147, 62, 6.400000, 2.700000, 5.300000, 1.900000, 
147, 63, 6.700000, 3.100000, 4.700000, 1.500000, 
147, 64, 6.100000, 2.900000, 4.700000, 1.400000, 
